dba_name,postal_code,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,naics_description,address,Incoming_Visitor_home_census_blocks,POI_risk_final
PARIS BAGUETTE,92126,60730083552,"{""060730170301"":13,""060730170321"":12,""060730083661"":9,""060730170291"":8,""060730083592"":7,""060730083581"":7,""060730083281"":6,""060730083541"":5,""060730083353"":5,""060730170553"":5,""060650432351"":5,""060730204042"":4,""060730170191"":4,""060730170371"":4,""060730095041"":4,""350019406003"":4,""060730208011"":4,""060730083472"":4,""060730207061"":4,""060650432481"":4,""060730170343"":4,""060730200201"":4,""060730083573"":4,""060650432472"":4,""060730083351"":4,""350130009005"":4,""060730100012"":4,""060730170304"":4,""060730133131"":4,""060730031154"":4,""060730170484"":4,""060730170362"":4,""060730170423"":4,""060730170412"":4,""060730170101"":4,""060730170392"":4,""060379201021"":4,""060730170421"":4,""060650420081"":4,""060730207093"":4,""060830020081"":4,""060730083473"":4,""060730170313"":4,""060730170532"":4,""060730083293"":4,""060650432201"":4,""060730083552"":4,""060650419112"":4,""060730170441"":4,""060730083071"":4,""060730170561"":4,""060730032142"":4,""060730083513"":4,""060650432522"":4,""060730083561"":4,""060730200131"":4,""060730170442"":4,""060730083572"":4,""060375704042"":4,""060730202071"":4,""060730215001"":4,""060730170544"":4,""060730083521"":4,""060730133101"":4,""060730083571"":4,""060730170432"":4,""060730170361"":4,""060730054002"":4,""060730083503"":4,""060730207101"":4,""060730083562"":4,""060730170431"":4}","{""060730170301"":11,""060730170321"":10,""060730083353"":7,""060730083541"":7,""060730170431"":6,""060730083573"":6,""060730083281"":6,""060730083661"":6,""350019406003"":5,""060730083472"":5,""060730076002"":5,""060730167022"":5,""060650420081"":5,""060730170313"":4,""060730083542"":4,""060730120021"":4,""060730085111"":4,""060730083293"":4,""060375726002"":4,""060730170442"":4,""060730083582"":4,""060730200131"":4,""060650432472"":4,""060730027102"":4,""060730170461"":4,""060650419112"":4,""060730207091"":4,""060650432421"":4,""060730170391"":4,""060730083461"":4,""060730100012"":4,""060730083572"":4,""060730170561"":4,""060730170541"":4,""060730170191"":4,""060730083513"":4,""060730175012"":4,""060730170432"":4,""060730031154"":4,""060730083583"":4,""060730095041"":4,""060730083552"":4,""060730083501"":4,""060730170481"":4,""060730207061"":4,""060730083371"":4,""060730133101"":4,""060730083391"":4,""060730170484"":4,""060730137021"":4,""060730200201"":4,""060590887011"":4,""060730215002"":4,""060730146012"":4,""060730170421"":4,""060730083581"":4,""060730083373"":4,""060730215001"":4,""060730083462"":4,""060730170304"":4,""060730083522"":4,""060730004001"":4,""060830020081"":4,""060730054002"":4,""350130009005"":4,""060730195033"":4,""060730083292"":4,""060650432521"":4,""060730083602"":4,""060730170291"":4,""060730170551"":4,""060730170393"":4}",LIMITED-SERVICE EATING PLACES,MIRA MESA BLVD,"{'06073017030': 13, '06073017032': 12, '06073008366': 9, '06073017029': 8, '06073008359': 7, '06073008358': 7, '06073008328': 6, '06073008354': 5, '06073008335': 5, '06073017055': 5, '06065043235': 5, '06073020404': 4, '06073017019': 4, '06073017037': 4, '06073009504': 4, '35001940600': 4, '06073020801': 4, '06073008347': 4, '06073020706': 4, '06065043248': 4, '06073017034': 4, '06073020020': 4, '06073008357': 4, '06065043247': 4, '35013000900': 4, '06073010001': 4, '06073013313': 4, '06073003115': 4, '06073017048': 4, '06073017036': 4, '06073017042': 4, '06073017041': 4, '06073017010': 4, '06073017039': 4, '06037920102': 4, '06065042008': 4, '06073020709': 4, '06083002008': 4, '06073017031': 4, '06073017053': 4, '06073008329': 4, '06065043220': 4, '06073008355': 4, '06065041911': 4, '06073017044': 4, '06073008307': 4, '06073017056': 4, '06073003214': 4, '06073008351': 4, '06065043252': 4, '06073008356': 4, '06073020013': 4, '06037570404': 4, '06073020207': 4, '06073021500': 4, '06073017054': 4, '06073008352': 4, '06073013310': 4, '06073017043': 4, '06073005400': 4, '06073008350': 4, '06073020710': 4}",0.999963737
PARK AUTO,92103,60730009005,"{""060730157032"":4}","{""060730208013"":4}",USED CAR DEALERS,PARK BLVD,{'06073015703': 4},0.338337677
PARK BLVD EXPRESS,92101,60730051002,{},"{""060730009006"":4}",LIMITED-SERVICE EATING PLACES,MARKET ST,{},0
PARK BOULEVARD CATERING,92101,60730056002,"{""060750169001"":4}",{},CATERERS,PARK BLVD,{'06075016900': 4},0
PARK JUNS BEAUTY LAB,92111,60730085111,"{""060730083661"":4,""060730171102"":4,""060730215001"":4,""060730083411"":4,""060590525202"":4,""060374042012"":4,""060730133131"":4,""060730170363"":4,""060730208091"":4,""060730083291"":4}","{""060373116002"":4}",BEAUTY SALONS,CLAIREMONT MESA BLVD,"{'06073008366': 4, '06073017110': 4, '06073021500': 4, '06073008341': 4, '06059052520': 4, '06037404201': 4, '06073013313': 4, '06073017036': 4, '06073020809': 4, '06073008329': 4}",0.70183679
PARK PETROLEUM INC,92103,60730006003,"{""060730201031"":4,""061110076112"":4}","{""060730208062"":4}",GASOLINE STATIONS WITH CONVENIENCE STORES,PARK BLVD,"{'06073020103': 4, '06111007611': 4}",0.251106786
PARK S GLOBAL MARTIAL ARTS INC,92127,60730170291,"{""060730203061"":4,""060730170291"":4,""060730207071"":4,""060730083353"":4,""060730203071"":4,""060730170301"":4}","{""060730083292"":4,""060730170291"":4,""060730203061"":4}",EDUCATIONAL SERVICES,VIA BETTONA nan,"{'06073020306': 4, '06073017029': 4, '06073020707': 4, '06073008335': 4, '06073020307': 4, '06073017030': 4}",0.608898792
PARKING SQUAD,92069,60730200253,"{""060730209033"":4,""484910204104"":4,""060730200273"":4,""060730200271"":4}","{""060730198031"":4}",ALL OTHER BUSINESS SUPPORT SERVICES,CENTER DR,"{'06073020903': 4, '48491020410': 4, '06073020027': 4}",0.33703835
PARKSIDE MARKET,92104,60730042002,"{""060730015003"":4}","{""060730015003"":4,""060730183002"":4}",GROCERY (EXCEPT CONVENIENCE) STORES,THORN ST,{'06073001500': 4},0.23264071
PARPAR HOUSE OF LASH,92110,60730068022,"{""060730134184"":4,""060730076001"":4}","{""060730142003"":4}",BEAUTY SALONS,MIDWAY DR,"{'06073013418': 4, '06073007600': 4}",0.495258142
PARTICIPATION BY DESIGN,92101,60730056001,{},{},SOCIAL ASSISTANCE,W BEECH ST,{},0
PARTY MIX,92028,60730189052,"{""060730190011"":4,""060650426173"":4}","{""060730189041"":4,""060730178082"":4,""060650426173"":4,""060730188022"":4}","GIFT, NOVELTY & SOUVENIR STORES",S MISSION RD,"{'06073019001': 4, '06065042617': 4}",0.21027863
PARTY PALS GP,92121,60730083391,"{""060730051002"":4,""060730208112"":4}","{""060730083391"":4}",COMMERCIAL/INDUSTRIAL EQUIP RENTAL & LEASING,ROSELLE ST,"{'06073005100': 4, '06073020811': 4}",0.544847935
PARTY TIME LIQUOR #11,92109,60730079102,"{""060730168074"":4,""060730053003"":4,""060730079051"":4,""060730085045"":4}","{""060730093061"":4,""060730079052"":4,""060730079051"":4,""060730085045"":4}","BEER, WINE & LIQUOR STORES",GARNET AVE,"{'06073016807': 4, '06073005300': 4, '06073007905': 4, '06073008504': 4}",0.562924615
PARTY TIME LIQUOR #12,92104,60730014003,{},"{""060730014003"":4}","BEER, WINE & LIQUOR STORES",UNIVERSITY AVE,{},0
PARTY TIME LIQUOR 2,92102,60730034033,{},"{""060730029051"":4,""060730034032"":4,""060730149022"":4,""060730170091"":4}","BEER, WINE & LIQUOR STORES",MARKET ST,{},0
PARTY TIME LIQUOR 4,92105,60730027092,{},"{""060730019001"":5,""060730031032"":4,""060730008004"":4}","BEER, WINE & LIQUOR STORES",EUCLID AVE,{},0
PARU TEA BAR,92106,60730214003,"{""060730020011"":4,""060730091032"":4}","{""060610207101"":4,""060730077013"":4}",FOOD SERVICES & DRINKING PLACES,CANON ST,"{'06073002001': 4, '06073009103': 4}",0.336570481
PASSORFREE.COM,92126,60730083501,{},{},ALL OTHER MISCELLANEOUS SCHOOLS & INSTRUCTION,ARJONS DR,{},0
PASTA DESIGN LLC,92106,60730214001,{},{},LIMITED-SERVICE EATING PLACES,HISTORIC DECATUR RD,{},0
PATARA PHARMA LLC,92130,60730083332,"{""060730085132"":4,""060730175021"":4,""060730031071"":4}","{""060730170461"":4,""060730104023"":4}",MEDICAL & DIAGNOSTIC LABORATORIES,EL CAMINO REAL nan,"{'06073008513': 4, '06073017502': 4, '06073003107': 4}",0.543231155
PATRICIA DUVALL HAYNES,92008,60730180001,"{""060730221002"":4}","{""060730186121"":4}",ALL OTH TRAVEL ARRANGE & RESERVATION SERVICES,CARLSBAD BLVD,{'06073022100': 4},0.117886565
PATRICIA HOLLIS,92110,60730065001,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",RETAIL TRADE,SPORTS ARENA BLVD,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.999940694
PATRICK F AHERN & MARIA LOUKINYKHHAWKINS,92101,60730056001,{},{},OFFICES OF REAL ESTATE AGENTS & BROKERS,W BEECH ST,{},0
PATRICK SULLIVAN JR ,92106,60730071003,"{""060650432671"":4}","{""060730170291"":4,""060730071003"":4}",MOTORCYCLE & BOAT & OTHER MV DEALERS,SHELTER ISLAND DR,{'06065043267': 4},0
PATRION'S STATE OF PROTECTION,91942,60730148053,"{""060730148053"":5,""060730148033"":4,""060730148061"":4}","{""060730150003"":4,""060730148033"":4,""060730148053"":4}",SECURITY GUARDS & PATROL SERVICES,MELODY LN,"{'06073014805': 5, '06073014803': 4, '06073014806': 4}",0.529237543
PATRIOT FINE & ESTATE JEWELRY,92108,60730087022,"{""060730153021"":4,""060730071001"":4}",{},JEWELRY STORES,FRAZEE RD,"{'06073015302': 4, '06073007100': 4}",0.375760555
PATRYCJA STEWART DENTAL CORP,92115,60730029044,{},{},OFFICES OF DENTISTS,EL CAJON BLVD,{},0
PATTERN INSIGHT INC,92122,60730083412,"{""060730100142"":4,""060730065001"":4,""040136159001"":4,""060730083661"":4}","{""320310022052"":4,""060730171062"":4,""060730192053"":4,""060730170291"":4,""060730083404"":4,""060730083391"":4}",CUSTOM COMPUTER PROGRAMMING SERVICES,GENESEE AVE,"{'06073010014': 4, '06073006500': 4, '04013615900': 4, '06073008366': 4}",0.559246863
PAUL J LESNIK LCSN,92103,60730008004,"{""060730153012"":4}",{},OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,ROBINSON AVE,{'06073015301': 4},0.348094776
PAUL M WARREN,92124,60730095092,{},"{""060730085111"":4,""060730166151"":4,""060730095111"":4}",EDUCATIONAL SERVICES,TIERRASANTA BLVD,{},0
PAULA J MAHONEY ,92101,60730054002,{},{},"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",KETTNER BLVD,{},0
PAULETTE,92154,60730101101,"{""060730100092"":9,""060730135051"":8,""060730100142"":7,""060133462013"":4,""060730213032"":4,""060730032093"":4,""060730100034"":4,""060730129001"":4,""060730139051"":4,""060730101071"":4,""060730039022"":4,""060730128002"":4,""060730133102"":4,""060730167011"":4,""060730101073"":4,""060730101112"":4,""060730086001"":4,""060730098054"":4,""060730117001"":4,""060730009002"":4,""060730100131"":4,""060730131023"":4}","{""060730100142"":8,""060730129001"":6,""060730100093"":5,""060730031081"":5,""060730206011"":5,""060730104023"":4,""060730156012"":4,""060730103001"":4,""060730086001"":4,""060730133072"":4,""060730127002"":4,""060730033041"":4,""060730167011"":4,""060133462013"":4,""060730132051"":4,""060730157012"":4,""060730083103"":4,""060730092011"":4,""060730133141"":4,""060730016001"":4,""060730100121"":4,""060730083291"":4,""060730132063"":4,""060730009002"":4,""060730100092"":4}",SWAP MEET VENDOR,CORONADO AVE,"{'06073010009': 9, '06073013505': 8, '06073010014': 7, '06013346201': 4, '06073021303': 4, '06073003209': 4, '06073010003': 4, '06073012900': 4, '06073013905': 4, '06073010107': 4, '06073003902': 4, '06073012800': 4, '06073013310': 4, '06073016701': 4, '06073010111': 4, '06073008600': 4, '06073009805': 4, '06073011700': 4, '06073000900': 4, '06073010013': 4, '06073013102': 4}",0.99999421
PAULINA LEDEZMA SERVICES,92173,60730100123,"{""060730124023"":4,""060730100151"":4,""060371224101"":4,""060730133131"":4,""060730101111"":4,""060376037023"":4}","{""060730100141"":5,""060730045011"":4,""060730100151"":4,""060730100123"":4,""060250123023"":4}",TRANSLATION & INTERPRETATION SERVICES,W SAN YSIDRO BLVD,"{'06073012402': 4, '06073010015': 4, '06037122410': 4, '06073013313': 4, '06073010111': 4, '06037603702': 4}",0.945619375
PAULO CARVALHO,92014,60730083242,"{""060190012013"":5,""060730174013"":4,""060730170291"":4,""060730215001"":4,""060730083281"":4,""060730200161"":4,""060730203042"":4,""060730176041"":4,""060730170321"":4,""060730174045"":4,""060730083122"":4,""060730171064"":4}","{""060730078002"":4,""060730174045"":4,""060730170291"":4,""060730083241"":4,""060730171101"":4,""060730083122"":4,""060730171064"":4,""060730095061"":4,""060730174013"":4,""060730083531"":4}",SPORTS & RECREATION INSTRUCTION,JIMMY DURANTE BLVD,"{'06019001201': 5, '06073017401': 4, '06073017029': 4, '06073021500': 4, '06073008328': 4, '06073020016': 4, '06073020304': 4, '06073017604': 4, '06073017032': 4, '06073017404': 4, '06073008312': 4, '06073017106': 4}",0.767828487
PAULS BARBER SHOP,92126,60730083602,{},{},BARBER SHOPS - BOOTH RENTAL,BLACK MOUNTAIN RD,{},0
